employee_id,location,attrition_flag,attrition_risk_score,sentiment_score,sentiment_band,engagement_score,manager_effectiveness
EMP1674,Remote,Stayed,7,0.9,Positive,4.5,4.6
EMP1675,Remote,Stayed,57,0.46,Neutral,2.5,2.6
EMP1676,San Francisco,At-Risk,79,0.39,Negative,2.1,1.8
EMP1677,Austin,Stayed,64,0.57,Neutral,2.6,2.3
EMP1678,London,At-Risk,74,0.44,Negative,2.0,1.0
EMP1679,London,Stayed,64,0.6,Neutral,2.5,2.4
EMP1680,San Francisco,Stayed,21,0.75,Positive,3.8,4.4
EMP1681,Remote,Stayed,9,0.91,Positive,4.7,4.4
EMP1682,New York,Stayed,38,0.73,Neutral,3.5,2.9
EMP1683,San Francisco,Stayed,37,0.67,Neutral,3.5,3.7
EMP1684,San Francisco,At-Risk,74,0.4,Negative,2.2,2.4
EMP1685,Austin,At-Risk,71,0.41,Negative,2.1,1.9
EMP1686,London,Stayed,51,0.61,Neutral,2.7,2.5
EMP1687,San Francisco,Stayed,39,0.7,Neutral,3.3,3.4
EMP1688,San Francisco,Stayed,16,0.94,Positive,4.5,4.5
EMP1689,Remote,Stayed,56,0.58,Neutral,2.5,2.9
EMP1690,Remote,Stayed,55,0.46,Neutral,2.1,3.0
EMP1691,New York,Stayed,51,0.61,Neutral,3.3,2.7
EMP1692,Austin,Stayed,59,0.59,Neutral,2.7,3.2
EMP1693,New York,At-Risk,70,0.48,Neutral,2.1,2.2
EMP1694,Remote,Stayed,7,0.87,Positive,4.2,4.7
EMP1695,London,Left,87,0.26,Negative,1.3,1.6
EMP1696,Remote,Stayed,29,0.79,Positive,3.8,3.8
EMP1697,Austin,Stayed,46,0.57,Neutral,2.8,3.1
EMP1698,Remote,At-Risk,66,0.46,Neutral,2.5,2.4
EMP1699,Austin,Stayed,45,0.59,Neutral,3.1,2.8
EMP1700,Austin,Stayed,11,0.92,Positive,4.4,4.7
EMP1701,Austin,Stayed,47,0.59,Neutral,3.2,2.8
EMP1702,Austin,Stayed,19,0.81,Positive,4.3,4.5
EMP1703,Austin,Stayed,65,0.51,Neutral,2.4,2.4
EMP1704,London,Stayed,50,0.67,Neutral,3.3,2.4
EMP1705,New York,Stayed,55,0.57,Neutral,2.7,2.5
EMP1706,San Francisco,Stayed,23,0.74,Neutral,4.0,4.2
EMP1707,New York,Stayed,32,0.77,Positive,3.7,3.5
EMP1708,Austin,Stayed,11,0.92,Positive,4.8,3.8
EMP1709,London,At-Risk,66,0.38,Negative,2.2,2.7
EMP1710,Remote,At-Risk,71,0.41,Negative,2.2,2.3
EMP1711,London,Left,95,0.28,Negative,1.1,1.2
EMP1712,Austin,Stayed,19,0.88,Positive,4.5,4.3
EMP1713,London,Stayed,59,0.62,Neutral,2.6,2.8
EMP1714,London,Stayed,28,0.56,Neutral,3.3,4.1
EMP1715,Austin,At-Risk,67,0.46,Neutral,2.7,2.4
EMP1716,London,At-Risk,71,0.47,Neutral,2.0,2.7
EMP1717,San Francisco,At-Risk,76,0.5,Neutral,2.1,2.2
EMP1718,San Francisco,Stayed,8,0.93,Positive,4.9,4.5
EMP1719,London,Stayed,29,0.6,Neutral,3.0,3.9
EMP1720,Remote,Stayed,8,1.0,Positive,4.8,5.0
EMP1721,Austin,Stayed,52,0.55,Neutral,2.8,3.1
EMP1722,San Francisco,Stayed,31,0.77,Positive,3.8,3.7
EMP1723,Remote,Stayed,29,0.81,Positive,4.0,3.7
EMP1724,London,Left,85,0.32,Negative,2.0,2.0
EMP1725,Remote,Stayed,4,0.89,Positive,4.5,5.0
EMP1726,New York,Stayed,2,0.97,Positive,4.8,4.7
EMP1727,San Francisco,Stayed,4,0.94,Positive,4.7,4.6
EMP1728,London,Stayed,33,0.56,Neutral,3.2,3.8
EMP1729,Austin,Stayed,50,0.6,Neutral,2.8,2.7
EMP1730,London,At-Risk,67,0.38,Negative,1.8,2.0
EMP1731,Austin,Stayed,3,0.93,Positive,4.9,5.0
EMP1732,London,Left,100,0.3,Negative,1.0,1.0
EMP1733,Remote,Stayed,30,0.81,Positive,4.1,4.3
EMP1734,Remote,Stayed,15,0.81,Positive,4.1,4.4
EMP1735,Remote,Stayed,28,0.81,Positive,3.9,3.7
EMP1736,New York,Stayed,6,1.0,Positive,5.0,5.0
EMP1737,Austin,Stayed,55,0.62,Neutral,2.9,2.7
EMP1738,Remote,Stayed,52,0.65,Neutral,3.0,2.7
EMP1739,New York,At-Risk,73,0.4,Negative,2.2,1.6
EMP1740,Austin,Stayed,49,0.67,Neutral,3.3,3.1
EMP1741,London,At-Risk,78,0.33,Negative,1.8,1.5
EMP1742,New York,Stayed,53,0.64,Neutral,3.0,2.9
EMP1743,San Francisco,Stayed,11,0.94,Positive,4.5,4.7
EMP1744,New York,Stayed,11,1.0,Positive,4.8,4.1
EMP1745,New York,At-Risk,72,0.4,Negative,2.6,1.8
EMP1746,Austin,Stayed,50,0.59,Neutral,3.1,2.8
EMP1747,London,Stayed,25,0.82,Positive,3.8,4.0
EMP1748,San Francisco,At-Risk,69,0.37,Negative,2.2,2.3
EMP1749,Remote,Stayed,63,0.5,Neutral,2.3,2.0
EMP1750,Remote,Stayed,61,0.55,Neutral,2.5,3.0
EMP1751,New York,Stayed,37,0.76,Positive,3.8,3.5
EMP1752,Austin,Stayed,58,0.42,Negative,2.5,2.6
EMP1753,Austin,Stayed,0,0.97,Positive,4.9,4.8
EMP1754,Remote,Stayed,41,0.74,Neutral,3.3,3.0
EMP1755,San Francisco,Stayed,39,0.78,Positive,3.5,3.3
EMP1756,London,At-Risk,79,0.36,Negative,1.7,2.0
EMP1757,San Francisco,Stayed,46,0.63,Neutral,3.4,3.6
EMP1758,London,Stayed,53,0.68,Neutral,3.0,3.4
EMP1759,Remote,Stayed,21,0.89,Positive,4.3,4.4
EMP1760,London,Stayed,50,0.61,Neutral,3.3,2.6
EMP1761,Austin,Stayed,18,0.76,Positive,3.7,4.6
EMP1762,New York,Stayed,14,0.96,Positive,4.7,4.9
EMP1763,New York,Stayed,10,0.86,Positive,4.5,4.7
EMP1764,Remote,Stayed,21,0.87,Positive,4.3,4.1
EMP1765,Austin,At-Risk,69,0.49,Neutral,2.2,2.6
EMP1766,San Francisco,At-Risk,79,0.39,Negative,2.0,1.6
EMP1767,Austin,Stayed,62,0.59,Neutral,2.6,2.9
EMP1768,New York,Stayed,35,0.71,Neutral,4.0,3.2
EMP1769,New York,Stayed,46,0.76,Positive,3.2,3.5
EMP1770,Austin,Stayed,51,0.64,Neutral,3.2,2.8
EMP1771,Austin,Stayed,7,0.98,Positive,4.7,4.8
EMP1772,New York,Stayed,5,0.95,Positive,4.7,5.0
EMP1773,San Francisco,Stayed,3,0.9,Positive,4.7,5.0
EMP1774,Remote,Stayed,40,0.59,Neutral,2.9,3.4
EMP1775,Remote,Stayed,13,0.72,Neutral,4.1,4.5
EMP1776,Austin,Stayed,60,0.6,Neutral,2.8,2.6
EMP1777,Remote,Stayed,52,0.52,Neutral,2.6,2.8
EMP1778,New York,At-Risk,66,0.5,Neutral,2.6,1.9
EMP1779,New York,Stayed,46,0.64,Neutral,3.0,2.8
EMP1780,Austin,Stayed,34,0.66,Neutral,3.3,3.8
EMP1781,Austin,Stayed,13,0.93,Positive,4.5,4.3
EMP1782,Austin,At-Risk,71,0.52,Neutral,2.4,1.6
EMP1783,San Francisco,Stayed,4,0.81,Positive,4.2,5.0
EMP1784,Remote,Stayed,31,0.68,Neutral,3.6,3.8
EMP1785,Austin,Stayed,45,0.49,Neutral,2.9,3.2
EMP1786,London,Stayed,63,0.5,Neutral,2.5,2.1
EMP1787,London,At-Risk,80,0.4,Negative,1.9,2.0
EMP1788,New York,Stayed,34,0.69,Neutral,3.8,3.9
EMP1789,Remote,Stayed,39,0.73,Neutral,3.3,3.0
EMP1790,Austin,At-Risk,71,0.46,Neutral,2.5,2.4
EMP1791,London,Left,92,0.16,Negative,1.3,1.0
EMP1792,Remote,Stayed,32,0.8,Positive,3.6,3.5
EMP1793,New York,Stayed,0,0.84,Positive,4.7,5.0
EMP1794,San Francisco,Stayed,52,0.65,Neutral,3.0,2.7
EMP1795,Remote,Stayed,22,0.88,Positive,4.2,5.0
EMP1796,Remote,Stayed,23,0.81,Positive,4.0,3.4
EMP1797,San Francisco,Stayed,0,0.93,Positive,4.8,4.7
EMP1798,Remote,Stayed,17,0.92,Positive,4.5,4.2
EMP1799,New York,Stayed,36,0.79,Positive,3.7,3.6
EMP1800,New York,Stayed,20,0.74,Neutral,4.0,4.5
EMP1801,San Francisco,Stayed,14,0.99,Positive,4.7,4.3
EMP1802,Austin,Stayed,41,0.69,Neutral,3.2,3.0
EMP1803,London,At-Risk,68,0.41,Negative,2.0,2.2
EMP1804,Austin,At-Risk,74,0.38,Negative,2.0,2.1
EMP1805,Remote,Stayed,21,0.94,Positive,4.5,4.5
EMP1806,London,Stayed,46,0.71,Neutral,3.4,3.0
EMP1807,San Francisco,At-Risk,70,0.41,Negative,2.3,2.3
EMP1808,San Francisco,Stayed,21,0.73,Neutral,3.7,4.2
EMP1809,London,At-Risk,73,0.52,Neutral,2.4,1.7
EMP1810,New York,Stayed,62,0.48,Neutral,2.4,2.1
EMP1811,London,Stayed,42,0.84,Positive,3.9,3.2
EMP1812,Remote,Stayed,51,0.51,Neutral,2.6,2.9
EMP1813,New York,Stayed,61,0.39,Negative,2.2,2.7
EMP1814,San Francisco,Stayed,23,0.87,Positive,3.8,3.7
EMP1815,London,Stayed,49,0.56,Neutral,3.2,2.8
EMP1816,Austin,At-Risk,76,0.39,Negative,2.1,1.7
EMP1817,Austin,Stayed,34,0.81,Positive,4.0,3.9
EMP1818,Remote,Stayed,40,0.77,Positive,3.6,3.5
EMP1819,Austin,Stayed,59,0.49,Neutral,2.3,2.7
EMP1820,London,Left,94,0.42,Negative,1.5,1.3
EMP1821,London,Stayed,49,0.53,Neutral,2.7,2.9
EMP1822,Austin,Stayed,50,0.53,Neutral,2.9,2.8
EMP1823,London,Stayed,33,0.75,Positive,3.8,3.5
EMP1824,Remote,Stayed,9,0.88,Positive,4.5,4.3
EMP1825,New York,Stayed,6,0.99,Positive,5.0,5.0
EMP1826,Remote,Stayed,63,0.51,Neutral,2.8,3.1
EMP1827,Remote,Stayed,1,1.0,Positive,4.9,4.8
EMP1828,London,At-Risk,69,0.48,Neutral,2.3,1.8
EMP1829,New York,Stayed,44,0.55,Neutral,3.0,3.4
EMP1830,London,Left,94,0.28,Negative,1.2,1.0
EMP1831,San Francisco,At-Risk,71,0.39,Negative,2.2,2.3
EMP1832,London,Stayed,41,0.56,Neutral,3.1,3.1
EMP1833,London,At-Risk,67,0.48,Neutral,2.4,2.3
EMP1834,London,Left,94,0.25,Negative,1.7,1.5
EMP1835,New York,Stayed,16,0.8,Positive,3.8,4.1
EMP1836,London,At-Risk,82,0.21,Negative,1.8,1.0
EMP1837,New York,Stayed,24,0.7,Neutral,3.7,4.2
EMP1838,Austin,Stayed,54,0.69,Neutral,3.1,2.7
EMP1839,San Francisco,Stayed,16,0.86,Positive,4.5,4.6
EMP1840,New York,Stayed,16,0.87,Positive,4.5,4.6
EMP1841,Austin,Stayed,25,0.75,Positive,3.4,3.9
EMP1842,New York,Stayed,44,0.57,Neutral,3.1,3.1
EMP1843,New York,Stayed,46,0.66,Neutral,3.1,2.8
EMP1844,San Francisco,Stayed,20,0.94,Positive,4.4,3.8
EMP1845,Remote,Stayed,51,0.62,Neutral,3.0,2.8
EMP1846,Remote,Stayed,60,0.45,Neutral,2.6,1.8
EMP1847,New York,At-Risk,68,0.42,Negative,2.3,2.0
EMP1848,London,At-Risk,69,0.62,Neutral,2.4,2.3
EMP1849,Austin,Stayed,38,0.66,Neutral,3.4,3.2
EMP1850,London,Stayed,35,0.85,Positive,3.5,3.5
EMP1851,London,Left,92,0.42,Negative,1.7,1.6
EMP1852,New York,Stayed,57,0.65,Neutral,3.1,3.0
EMP1853,New York,Stayed,13,0.9,Positive,4.4,3.5
EMP1854,New York,Stayed,18,0.87,Positive,4.5,4.0
EMP1855,New York,Stayed,58,0.63,Neutral,3.2,3.4
EMP1856,Remote,Stayed,39,0.64,Neutral,3.4,3.7
EMP1857,New York,Stayed,59,0.58,Neutral,2.9,2.2
EMP1858,Remote,Stayed,14,0.89,Positive,4.8,4.5
EMP1859,Remote,Stayed,62,0.4,Negative,2.4,2.8
EMP1860,New York,Stayed,11,1.0,Positive,4.8,4.5
EMP1861,San Francisco,Stayed,23,0.73,Neutral,4.1,4.0
EMP1862,Austin,Stayed,30,0.76,Positive,3.6,4.2
EMP1863,London,Left,100,0.12,Negative,1.1,1.0
EMP1864,Remote,Stayed,45,0.72,Neutral,3.4,3.2
EMP1865,Austin,Stayed,42,0.63,Neutral,3.2,3.2
EMP1866,San Francisco,Stayed,53,0.56,Neutral,2.5,3.2
EMP1867,London,Stayed,39,0.58,Neutral,3.0,3.1
EMP1868,London,Stayed,25,0.68,Neutral,3.9,3.9
EMP1869,Remote,Stayed,39,0.73,Neutral,3.7,3.5
EMP1870,New York,Stayed,21,0.84,Positive,4.1,4.4
EMP1871,San Francisco,Stayed,62,0.43,Negative,2.2,2.5
EMP1872,Remote,Stayed,38,0.68,Neutral,3.3,2.8
EMP1873,San Francisco,Stayed,62,0.44,Negative,2.3,2.6
EMP1874,New York,Stayed,34,0.7,Neutral,3.8,3.8
EMP1875,New York,Stayed,2,0.91,Positive,4.8,4.8
EMP1876,Remote,Stayed,21,0.77,Positive,4.0,3.6
EMP1877,New York,At-Risk,67,0.42,Negative,2.2,2.1
EMP1878,Austin,Stayed,54,0.73,Neutral,3.1,2.7
EMP1879,London,At-Risk,69,0.59,Neutral,2.7,2.2
EMP1880,Remote,Stayed,41,0.68,Neutral,3.2,3.4
EMP1881,San Francisco,Stayed,19,0.92,Positive,4.5,4.4
EMP1882,Austin,Stayed,23,0.9,Positive,4.4,3.9
EMP1883,Remote,Stayed,14,0.78,Positive,3.8,4.7
EMP1884,New York,Stayed,57,0.63,Neutral,3.1,2.7
EMP1885,New York,Stayed,52,0.56,Neutral,2.8,3.2
EMP1886,New York,At-Risk,66,0.36,Negative,2.3,1.7
EMP1887,New York,Stayed,55,0.59,Neutral,3.1,3.2
EMP1888,San Francisco,Stayed,44,0.64,Neutral,3.2,3.1
EMP1889,Austin,Stayed,17,0.77,Positive,4.0,3.8
EMP1890,London,Stayed,46,0.57,Neutral,3.0,3.1
EMP1891,San Francisco,Stayed,64,0.46,Neutral,2.2,2.2
EMP1892,San Francisco,Stayed,45,0.68,Neutral,3.2,2.9
EMP1893,London,Left,87,0.32,Negative,1.5,1.2
EMP1894,London,Left,91,0.33,Negative,1.5,1.0
EMP1895,New York,Stayed,10,0.93,Positive,4.5,4.6
EMP1896,San Francisco,At-Risk,76,0.41,Negative,2.1,1.6
EMP1897,Remote,Stayed,46,0.68,Neutral,3.3,3.3
EMP1898,London,At-Risk,81,0.21,Negative,1.5,1.7
EMP1899,London,Stayed,39,0.71,Neutral,3.6,3.7
EMP1900,Austin,Stayed,29,0.71,Neutral,3.7,3.4
EMP1901,Remote,Stayed,57,0.62,Neutral,2.7,3.1
EMP1902,Remote,Stayed,47,0.72,Neutral,3.5,3.3
EMP1903,London,Stayed,49,0.57,Neutral,3.2,2.7
EMP1904,New York,Stayed,5,1.0,Positive,4.9,4.8
EMP1905,Austin,Stayed,51,0.58,Neutral,2.7,2.9
EMP1906,Remote,Stayed,8,0.93,Positive,4.7,4.4
EMP1907,London,Stayed,34,0.8,Positive,3.8,4.2
EMP1908,Remote,Stayed,13,0.83,Positive,4.7,4.4
EMP1909,Austin,Stayed,31,0.65,Neutral,3.9,3.7
EMP1910,Austin,Stayed,22,0.72,Neutral,3.9,3.5
EMP1911,San Francisco,Stayed,38,0.65,Neutral,3.2,3.5
EMP1912,London,Stayed,52,0.73,Neutral,3.3,3.2
EMP1913,Austin,Stayed,41,0.66,Neutral,3.6,3.2
EMP1914,San Francisco,Stayed,28,0.76,Positive,4.0,3.9
EMP1915,San Francisco,Stayed,56,0.66,Neutral,3.3,2.1
EMP1916,Remote,Stayed,13,0.81,Positive,4.2,4.5
EMP1917,Remote,Stayed,15,0.87,Positive,4.5,4.4
EMP1918,San Francisco,Stayed,65,0.47,Neutral,2.4,1.5
EMP1919,Remote,Stayed,10,0.97,Positive,4.5,3.9
EMP1920,Austin,Stayed,32,0.78,Positive,3.6,3.5
EMP1921,New York,Stayed,17,0.91,Positive,4.5,4.0
EMP1922,Austin,Stayed,31,0.74,Neutral,3.3,3.6
EMP1923,San Francisco,Stayed,45,0.65,Neutral,3.1,3.3
EMP1924,San Francisco,Stayed,0,1.0,Positive,4.7,4.9
EMP1925,Austin,Stayed,62,0.51,Neutral,2.8,1.7
EMP1926,Remote,Stayed,20,0.87,Positive,4.5,4.3
EMP1927,Remote,Stayed,41,0.66,Neutral,3.5,3.2
EMP1928,San Francisco,Stayed,35,0.7,Neutral,3.5,3.2
EMP1929,London,At-Risk,79,0.39,Negative,1.9,1.8
EMP1930,Remote,Stayed,29,0.76,Positive,3.7,3.3
EMP1931,Austin,Stayed,51,0.69,Neutral,3.0,3.1
EMP1932,Remote,At-Risk,74,0.46,Neutral,2.1,2.4
EMP1933,Austin,Stayed,55,0.54,Neutral,2.8,3.1
EMP1934,San Francisco,Left,85,0.4,Negative,2.0,2.0
EMP1935,Remote,Stayed,0,1.0,Positive,4.9,5.0
EMP1936,Austin,Stayed,2,1.0,Positive,4.9,5.0
EMP1937,San Francisco,Stayed,39,0.71,Neutral,3.2,3.1
EMP1938,London,Stayed,46,0.61,Neutral,3.2,3.0
EMP1939,Austin,Stayed,43,0.57,Neutral,3.0,3.6
EMP1940,London,Stayed,57,0.57,Neutral,3.0,3.4
EMP1941,London,Stayed,44,0.66,Neutral,3.4,2.9
EMP1942,New York,Stayed,2,0.91,Positive,4.8,5.0
EMP1943,Remote,Stayed,50,0.65,Neutral,3.2,3.1
EMP1944,Austin,Stayed,19,0.89,Positive,4.3,4.0
EMP1945,London,Left,97,0.43,Negative,1.8,1.0
EMP1946,New York,Stayed,5,0.91,Positive,5.0,4.9
EMP1947,San Francisco,At-Risk,77,0.37,Negative,2.1,2.1
EMP1948,Austin,Stayed,14,0.8,Positive,3.8,4.4
EMP1949,London,Stayed,56,0.6,Neutral,3.0,3.4
EMP1950,Remote,Stayed,22,0.82,Positive,4.1,3.8
EMP1951,New York,Stayed,64,0.54,Neutral,2.4,2.5
EMP1952,London,Stayed,23,0.71,Neutral,3.8,4.1
EMP1953,Remote,Stayed,55,0.47,Neutral,2.5,2.6
EMP1954,London,Stayed,49,0.53,Neutral,2.9,2.6
EMP1955,Austin,Stayed,60,0.43,Negative,2.7,2.5
EMP1956,Austin,Stayed,40,0.59,Neutral,2.9,3.1
EMP1957,Austin,Stayed,31,0.7,Neutral,3.6,3.8
EMP1958,New York,Stayed,50,0.61,Neutral,3.3,3.1
EMP1959,Austin,At-Risk,76,0.45,Neutral,2.5,1.4
EMP1960,Remote,At-Risk,69,0.5,Neutral,2.5,2.0
EMP1961,London,Stayed,61,0.41,Negative,2.3,2.5
EMP1962,San Francisco,Stayed,18,0.87,Positive,4.3,3.4
EMP1963,Remote,Stayed,9,0.96,Positive,4.7,5.0
EMP1964,Remote,Stayed,62,0.44,Negative,2.3,2.7
EMP1965,Austin,Stayed,44,0.62,Neutral,3.2,3.2
EMP1966,New York,Stayed,64,0.47,Neutral,2.3,2.5
EMP1967,London,Left,100,0.21,Negative,1.0,1.3
EMP1968,New York,Stayed,35,0.86,Positive,4.0,3.9
EMP1969,London,At-Risk,67,0.58,Neutral,2.8,2.3
EMP1970,London,At-Risk,72,0.35,Negative,1.5,1.9
EMP1971,New York,Stayed,50,0.57,Neutral,2.7,3.3
EMP1972,Remote,At-Risk,71,0.35,Negative,2.1,1.6
EMP1973,London,Stayed,47,0.67,Neutral,3.5,2.9
EMP1974,New York,Stayed,2,0.98,Positive,4.9,4.9
EMP1975,London,Left,95,0.32,Negative,1.4,1.2
EMP1976,San Francisco,Stayed,55,0.64,Neutral,2.7,2.8
EMP1977,Remote,Stayed,0,0.9,Positive,4.6,5.0
EMP1978,Austin,Stayed,10,0.96,Positive,4.8,3.9
EMP1979,London,Stayed,54,0.49,Neutral,2.3,2.9
EMP1980,San Francisco,At-Risk,66,0.43,Negative,2.2,2.0
EMP1981,Austin,Stayed,62,0.51,Neutral,2.1,2.3
EMP1982,Austin,Stayed,24,0.68,Neutral,3.7,4.0
EMP1983,London,Stayed,62,0.47,Neutral,2.2,2.5
EMP1984,New York,At-Risk,74,0.45,Neutral,2.1,2.1
EMP1985,London,Stayed,56,0.61,Neutral,2.7,2.9
EMP1986,San Francisco,At-Risk,74,0.41,Negative,2.0,2.1
EMP1987,Austin,Stayed,24,0.92,Positive,4.4,4.1
EMP1988,London,Left,83,0.37,Negative,1.9,1.2
EMP1989,New York,At-Risk,72,0.38,Negative,2.1,1.6
EMP1990,London,At-Risk,67,0.51,Neutral,2.8,2.7
EMP1991,Remote,Stayed,52,0.57,Neutral,3.2,2.9
EMP1992,New York,Stayed,5,0.96,Positive,4.9,4.6
EMP1993,San Francisco,Stayed,27,0.74,Neutral,3.6,4.4
EMP1994,Austin,Stayed,52,0.55,Neutral,2.8,3.2
EMP1995,London,Stayed,46,0.64,Neutral,3.1,3.0
EMP1996,New York,Stayed,52,0.62,Neutral,2.8,3.1
EMP1997,Remote,Stayed,11,0.92,Positive,4.7,4.5
EMP1998,New York,Stayed,42,0.74,Neutral,3.1,3.2
EMP1999,Remote,Stayed,23,0.77,Positive,3.6,3.8
EMP2000,San Francisco,Stayed,62,0.42,Negative,2.2,2.0
EMP2001,Austin,Stayed,50,0.64,Neutral,3.3,3.0
EMP2002,San Francisco,Stayed,0,0.85,Positive,4.5,5.0
EMP2003,London,Stayed,39,0.68,Neutral,3.4,3.7
EMP2004,New York,Stayed,61,0.43,Negative,2.7,1.8
EMP2005,Remote,Stayed,55,0.6,Neutral,2.7,2.4
EMP2006,Remote,Stayed,13,0.75,Neutral,4.5,4.1
EMP2007,New York,Stayed,8,0.96,Positive,4.8,4.5
EMP2008,New York,Stayed,57,0.4,Negative,2.3,2.6
EMP2009,London,Stayed,63,0.43,Negative,2.4,2.4
EMP2010,San Francisco,Stayed,55,0.57,Neutral,3.0,2.5
EMP2011,Remote,Stayed,5,1.0,Positive,4.6,4.5
EMP2012,London,Left,98,0.19,Negative,1.3,1.5
EMP2013,San Francisco,Stayed,51,0.57,Neutral,2.6,2.5
EMP2014,London,Stayed,45,0.71,Neutral,3.3,3.0
EMP2015,Remote,At-Risk,76,0.31,Negative,2.2,2.3
EMP2016,New York,Stayed,24,0.66,Neutral,3.5,4.1
EMP2017,New York,Stayed,39,0.74,Neutral,3.3,3.5
EMP2018,San Francisco,Stayed,45,0.53,Neutral,3.0,3.5
EMP2019,Austin,Stayed,43,0.7,Neutral,3.2,3.0
EMP2020,San Francisco,Stayed,34,0.72,Neutral,3.6,3.6
EMP2021,Austin,Stayed,65,0.49,Neutral,2.5,2.5
EMP2022,London,Stayed,54,0.55,Neutral,2.7,2.8
EMP2023,London,Stayed,41,0.7,Neutral,3.4,3.6
EMP2024,Remote,Stayed,23,0.81,Positive,4.3,3.9
EMP2025,Austin,Stayed,57,0.48,Neutral,2.5,2.7
EMP2026,Remote,At-Risk,75,0.51,Neutral,2.4,1.8
EMP2027,New York,Stayed,56,0.57,Neutral,2.8,2.3
EMP2028,Austin,Stayed,43,0.63,Neutral,3.1,3.9
EMP2029,San Francisco,Stayed,42,0.61,Neutral,3.2,3.0
EMP2030,New York,Stayed,19,0.84,Positive,4.0,4.3
EMP2031,New York,Stayed,63,0.44,Negative,2.2,2.8
EMP2032,San Francisco,Left,83,0.34,Negative,2.1,1.2
EMP2033,New York,Stayed,29,0.61,Neutral,3.2,3.6
EMP2034,Austin,Stayed,22,0.77,Positive,4.1,4.4
EMP2035,Remote,Stayed,53,0.47,Neutral,2.6,3.2
EMP2036,New York,Stayed,33,0.76,Positive,3.9,3.5
EMP2037,Austin,Stayed,52,0.59,Neutral,2.8,3.4
EMP2038,London,Stayed,38,0.7,Neutral,3.7,3.4
EMP2039,Austin,Stayed,0,0.95,Positive,4.7,5.0
EMP2040,Remote,Stayed,47,0.58,Neutral,2.9,2.9
EMP2041,Austin,Stayed,56,0.5,Neutral,2.7,3.0
EMP2042,San Francisco,Stayed,44,0.63,Neutral,3.2,3.3
EMP2043,Remote,Stayed,60,0.59,Neutral,2.7,2.0
EMP2044,London,Stayed,65,0.61,Neutral,3.0,1.8
EMP2045,San Francisco,Stayed,10,0.92,Positive,4.5,4.6
EMP2046,Austin,Stayed,30,0.87,Positive,4.0,3.9
EMP2047,Remote,Stayed,17,0.92,Positive,4.5,4.6
EMP2048,London,At-Risk,72,0.34,Negative,2.2,2.1
EMP2049,San Francisco,Stayed,57,0.51,Neutral,2.5,3.3
EMP2050,London,Stayed,40,0.61,Neutral,3.2,3.3
EMP2051,Austin,Stayed,54,0.71,Neutral,3.1,2.9
EMP2052,London,Stayed,49,0.62,Neutral,3.0,3.1
EMP2053,New York,Stayed,54,0.53,Neutral,2.8,2.6
EMP2054,San Francisco,Stayed,62,0.48,Neutral,2.2,2.3
EMP2055,London,Stayed,27,0.8,Positive,4.0,3.5
EMP2056,Austin,Stayed,57,0.41,Negative,2.5,2.5
EMP2057,Austin,Stayed,6,1.0,Positive,5.0,4.8
EMP2058,London,Stayed,37,0.77,Positive,3.9,3.5
EMP2059,Austin,Stayed,13,0.95,Positive,4.4,5.0
EMP2060,Remote,Stayed,42,0.79,Positive,4.0,3.5
EMP2061,Remote,Stayed,29,0.82,Positive,3.7,3.7
EMP2062,Remote,Stayed,16,0.94,Positive,4.6,4.3
EMP2063,New York,Stayed,46,0.62,Neutral,2.9,3.0
EMP2064,London,At-Risk,69,0.46,Neutral,2.4,1.9
EMP2065,New York,Stayed,17,0.79,Positive,3.9,4.2
EMP2066,Austin,Stayed,38,0.56,Neutral,3.2,4.0
EMP2067,New York,Stayed,44,0.65,Neutral,3.3,2.9
EMP2068,Austin,Stayed,35,0.52,Neutral,3.0,3.5
EMP2069,Austin,Stayed,30,0.68,Neutral,3.7,3.5
EMP2070,San Francisco,Stayed,15,0.87,Positive,4.6,5.0
EMP2071,Remote,Stayed,53,0.55,Neutral,2.6,3.5
EMP2072,Austin,Stayed,9,0.95,Positive,4.8,4.7
EMP2073,San Francisco,Stayed,30,0.82,Positive,4.1,3.5
EMP2074,Remote,Stayed,8,0.89,Positive,4.5,4.8
EMP2075,Austin,Stayed,32,0.79,Positive,3.7,3.8
EMP2076,Austin,Stayed,15,0.87,Positive,4.3,4.5
EMP2077,New York,At-Risk,69,0.42,Negative,2.0,1.9
EMP2078,New York,Stayed,20,0.86,Positive,4.5,4.1
EMP2079,Remote,At-Risk,72,0.48,Neutral,2.1,2.6
EMP2080,Austin,Stayed,5,1.0,Positive,4.7,4.8
EMP2081,London,Stayed,28,0.79,Positive,4.0,3.4
EMP2082,New York,Stayed,46,0.55,Neutral,2.9,3.2
EMP2083,Remote,At-Risk,66,0.45,Negative,2.6,2.8
EMP2084,Austin,Stayed,16,0.82,Positive,4.3,4.2
EMP2085,Austin,Stayed,52,0.44,Negative,2.8,3.4
EMP2086,London,Stayed,36,0.67,Neutral,3.6,3.3
EMP2087,Remote,At-Risk,66,0.48,Neutral,2.3,2.2
EMP2088,Austin,Stayed,58,0.47,Neutral,2.4,2.7
EMP2089,New York,Stayed,0,1.0,Positive,4.9,5.0
EMP2090,London,Stayed,58,0.59,Neutral,3.0,2.5
EMP2091,Remote,Stayed,5,0.89,Positive,4.5,4.6
EMP2092,London,At-Risk,79,0.45,Negative,2.0,1.8
